area_type,availability,location,size,society,total_sqft,bath,balcony,price
Carpet Area,Immediate Possession,HSR Layout Sector 1,4 BHK,Salarpuria Greenage,2796,3,2,113.8
Plot Area,Immediate Possession,Rajajinagar,2 BHK,Salarpuria Divinity,1002,1,1,48.27
Built-up Area,New Launch,Yeshwanthpur,2 BHK,Brigade Gateway,1187,2,1,66.83
Super built-up Area,Immediate Possession,Banaswadi,5 BHK,Salarpuria Misty Charm,2802,5,1,202.13
Built-up Area,Ready To Move,Hebbal,3 BHK,Embassy Lake Terraces,1852,2,2,171.7
Carpet Area,Ready To Move,Hebbal,3 BHK,Purva Panorama,1903,2,1,134.78
Built-up Area,Ready To Move,Banaswadi,3 BHK,Brigade Gateway,1480,2,0,77.38
Plot Area,Under Construction,Kadugodi,3 BHK,Godrej United,1580,2,1,116.0
Built-up Area,1 Year,Thanisandra,2 BHK,Sobha Silicon Oaks,1033,1,1,32.69
Carpet Area,1 Year,HSR Layout Sector 2,2 BHK,Godrej Aqua,1098,2,2,124.29
Plot Area,Ready To Move,Kalyan Nagar,2 BHK,Mantri Webcity,906,1,1,53.5
Super built-up Area,1 Year,HSR Layout Sector 2,3 BHK,Row House,1756,2,2,84.09
Built-up Area,Under Construction,Marathahalli,5 BHK,Salarpuria Sattva,3485,4,1,256.81
Super built-up Area,Ready To Move,BTM Layout 1st Stage,3 BHK,Brigade Orchards,1667,2,2,118.67
Built-up Area,Ready To Move,Vijayanagar,4 BHK,Mantri Espana,1993,3,1,65.82
Super built-up Area,2 Years,Hebbal,2 BHK,Godrej Aqua,1082,2,2,88.66
Carpet Area,6 Months,Brookefield,4 BHK,Embassy Springs,2639,3,1,126.6
Built-up Area,2 Years,Koramangala 4th Block,1 BHK,Godrej United,574,1,1,59.99
Plot Area,Immediate Possession,Koramangala 4th Block,4 BHK,Godrej Air,2509,4,1,451.18
Super built-up Area,6 Months,Marathahalli,3 BHK,Purva Fountain Square,1770,2,1,93.46
Super built-up Area,Immediate Possession,Koramangala 5th Block,4 BHK,Godrej Air,2291,3,1,456.82
Super built-up Area,Ready To Move,Bannerghatta Road,3 BHK,Prestige Song of the South,1638,2,3,74.08
Plot Area,Immediate Possession,Koramangala 6th Block,3 BHK,Builder Floor,1648,1,1,191.79
Carpet Area,6 Months,Malleshwaram,4 BHK,Purva Fountain Square,2487,2,2,177.72
Plot Area,New Launch,HSR Layout Sector 6,4 BHK,Brigade Cosmopolis,2049,3,0,261.21
Super built-up Area,6 Months,Kengeri Satellite Town,2 BHK,Godrej United,1018,1,1,79.27
Carpet Area,1 Year,JP Nagar,5 BHK,Godrej Aqua,3168,5,1,160.91
Built-up Area,1 Year,HSR Layout Sector 2,4 BHK,Godrej United,2758,3,1,211.26
Super built-up Area,Under Construction,Rajajinagar,5 BHK,Godrej Aqua,3552,5,0,475.69
Super built-up Area,Ready To Move,Bellandur,3 BHK,Sobha Dream Acres,1462,2,1,113.03
Carpet Area,6 Months,HSR Layout Sector 2,3 BHK,Mantri Serenity,1633,3,1,66.47
Plot Area,6 Months,Bommanahalli,5 BHK,Embassy Springs,3213,5,0,349.35
Plot Area,Under Construction,Kundanhalli,2 BHK,Sobha Silicon Oaks,1055,1,2,82.23
Super built-up Area,1 Year,Koramangala 6th Block,2 BHK,Sobha Windfall,1143,1,2,106.55
Super built-up Area,Ready To Move,Sarjapur Road,4 BHK,Salarpuria Greenage,2521,2,1,398.06
Plot Area,Ready To Move,Kalyan Nagar,3 BHK,Sobha Windfall,1719,3,0,255.15
Super built-up Area,New Launch,Indiranagar,2 BHK,Purva Riviera,1048,1,1,84.71
Carpet Area,Under Construction,Koramangala 4th Block,6 BHK,Standalone Villa,4860,4,2,262.62
Super built-up Area,Ready To Move,Jayanagar,1 BHK,Purva Fountain Square,580,1,1,29.93
Built-up Area,New Launch,Kadugodi,4 BHK,Embassy Boulevard,2437,3,2,97.38
Super built-up Area,New Launch,Koramangala 5th Block,3 BHK,Row House,1600,2,1,157.88
Built-up Area,1 Year,Banaswadi,6 BHK,Godrej Eternity,4840,6,2,442.77
Plot Area,6 Months,Hennur,2 BHK,Godrej United,1084,1,0,54.74
Plot Area,Under Construction,Thanisandra,3 BHK,Salarpuria Greenage,1784,2,3,47.22
Built-up Area,2 Years,Koramangala 5th Block,2 BHK,Independent House,972,1,2,105.98
Built-up Area,Under Construction,Banashankari,2 BHK,Salarpuria Divinity,1172,1,1,102.72
Super built-up Area,6 Months,Kengeri Satellite Town,6 BHK,Mantri Webcity,3916,6,2,274.11
Plot Area,Under Construction,HSR Layout Sector 6,4 BHK,Brigade Cosmopolis,2727,2,2,213.97
Built-up Area,Immediate Possession,Marathahalli,3 BHK,Row House,1464,2,1,76.61
Super built-up Area,Ready To Move,Marathahalli,4 BHK,Purva Riviera,2541,3,3,185.92
Built-up Area,Under Construction,BTM Layout 2nd Stage,2 BHK,Salarpuria Greenage,1002,1,3,64.06
Built-up Area,New Launch,Marathahalli,3 BHK,Godrej Aqua,1586,1,2,90.91
Super built-up Area,6 Months,Kengeri Satellite Town,3 BHK,Salarpuria Divinity,1458,2,3,91.78
Super built-up Area,Immediate Possession,Vijayanagar,4 BHK,Salarpuria Divinity,2340,2,1,243.23
Super built-up Area,1 Year,KR Puram,6 BHK,Sobha City,4410,4,0,300.31
Carpet Area,2 Years,HSR Layout Sector 6,3 BHK,Sobha Windfall,1658,3,2,120.52
Super built-up Area,2 Years,HSR Layout Sector 6,2 BHK,Brigade Orchards,1180,1,1,48.8
Built-up Area,Immediate Possession,BTM Layout,3 BHK,Purva Highlands,1582,1,2,92.57
Plot Area,6 Months,Sarjapur Road,4 BHK,Embassy Springs,2173,3,1,245.56
Plot Area,6 Months,Koramangala 7th Block,3 BHK,Standalone Villa,1652,2,2,115.43
Carpet Area,New Launch,Koramangala 4th Block,3 BHK,Embassy Pristine,1379,2,3,151.64
Super built-up Area,1 Year,Kengeri Satellite Town,3 BHK,Brigade Gateway,1590,1,2,50.81
Carpet Area,1 Year,KR Puram,3 BHK,Brigade Cosmopolis,1388,1,1,79.1
Carpet Area,6 Months,Yeshwanthpur,3 BHK,Salarpuria Sattva,1680,2,2,163.48
Plot Area,Under Construction,Kadugodi,1 BHK,Godrej Air,490,1,1,20.0
Carpet Area,Under Construction,Hoodi,2 BHK,Brigade Orchards,1043,1,2,25.87
Super built-up Area,2 Years,HSR Layout Sector 6,4 BHK,Purva Highlands,2429,3,2,298.13
Super built-up Area,Immediate Possession,Bannerghatta Road,3 BHK,Brigade Orchards,1652,1,1,106.47
Plot Area,Immediate Possession,Hebbal,3 BHK,Godrej Air,1624,3,0,123.05
Plot Area,Immediate Possession,Hennur,2 BHK,Brigade Millennium,1153,2,1,98.39
Plot Area,New Launch,Koramangala 5th Block,3 BHK,Embassy Pristine,1505,2,3,261.38
Carpet Area,1 Year,Koramangala 5th Block,3 BHK,Sobha Dream Acres,1582,1,1,187.49
Super built-up Area,6 Months,Kengeri,3 BHK,Purva Riviera,1542,2,1,50.08
Plot Area,Immediate Possession,Sarjapur Road,1 BHK,Embassy Boulevard,649,1,2,28.16
Carpet Area,Under Construction,Thanisandra,2 BHK,Brigade Cosmopolis,1044,2,0,34.61
Carpet Area,2 Years,KR Puram,2 BHK,Standalone Villa,1192,2,1,25.18
Carpet Area,New Launch,Yelahanka,2 BHK,Prestige Shantiniketan,1237,1,0,67.5
Plot Area,Ready To Move,BTM Layout 2nd Stage,3 BHK,Purva Fountain Square,1758,2,1,142.86
Super built-up Area,Under Construction,Sarjapur Road,3 BHK,Brigade Cosmopolis,1461,2,2,92.89
Super built-up Area,Immediate Possession,Thanisandra,3 BHK,Brigade Cosmopolis,1704,2,3,67.68
Super built-up Area,Ready To Move,Koramangala 5th Block,2 BHK,Standalone Villa,1073,1,1,111.48
Carpet Area,New Launch,Kengeri,5 BHK,Builder Floor,2911,5,1,87.39
Super built-up Area,6 Months,Basavanagudi,4 BHK,Standalone Villa,2304,3,0,231.51
Super built-up Area,New Launch,BTM Layout 2nd Stage,3 BHK,Salarpuria Divinity,1784,2,1,71.7
Built-up Area,6 Months,BTM Layout 2nd Stage,5 BHK,Salarpuria Divinity,3033,4,1,112.28
Super built-up Area,6 Months,Kengeri Satellite Town,2 BHK,Salarpuria Misty Charm,1050,1,2,47.75
Super built-up Area,Under Construction,Malleshwaram,4 BHK,Purva Highlands,2309,3,1,373.06
Super built-up Area,Ready To Move,Whitefield,3 BHK,Mantri Serenity,1799,3,0,156.61
Carpet Area,1 Year,Banashankari,3 BHK,Prestige Song of the South,1725,1,1,114.51
Carpet Area,1 Year,Marathahalli,3 BHK,Mantri Serenity,1626,3,2,95.07
Plot Area,New Launch,Varthur,3 BHK,Salarpuria Sattva,1592,2,2,91.46
Built-up Area,2 Years,Koramangala 6th Block,2 BHK,Purva Highlands,1266,1,1,110.6
Plot Area,6 Months,Kalyan Nagar,3 BHK,Godrej Eternity,1882,1,2,168.72
Super built-up Area,1 Year,Nagarbhavi,4 BHK,Embassy Springs,2017,2,0,101.12
Plot Area,1 Year,Yeshwanthpur,3 BHK,Sobha City,1741,3,1,216.63
Built-up Area,Immediate Possession,Sarjapur Road,4 BHK,Embassy Lake Terraces,2724,4,2,117.99
Built-up Area,New Launch,Indiranagar,4 BHK,Sobha Dream Acres,2343,3,2,189.83
Built-up Area,6 Months,Yelahanka,4 BHK,Sobha City,2631,2,3,162.3
Carpet Area,1 Year,Kundanhalli,1 BHK,Mantri Webcity,500,1,2,21.11
Plot Area,2 Years,Koramangala 5th Block,4 BHK,Embassy Lake Terraces,2300,3,2,291.9
Super built-up Area,Immediate Possession,Bellandur,2 BHK,Brigade Gateway,1121,1,1,53.04
Carpet Area,New Launch,Sarjapur Road,4 BHK,Godrej United,2325,2,2,133.32
Carpet Area,Immediate Possession,Bannerghatta Road,2 BHK,Godrej Aqua,1138,1,2,58.74
Super built-up Area,6 Months,Rajajinagar,2 BHK,Prestige Shantiniketan,1073,1,1,52.33
Built-up Area,1 Year,Malleshwaram,4 BHK,Sobha Dream Acres,2282,2,3,186.14
Carpet Area,Immediate Possession,Electronic City,5 BHK,Godrej Air,3107,3,1,90.53
Carpet Area,6 Months,KR Puram,3 BHK,Sobha Dream Acres,1559,2,2,91.47
Built-up Area,6 Months,Brookefield,4 BHK,Godrej United,2607,3,2,148.5
Super built-up Area,2 Years,Yeshwanthpur,3 BHK,Salarpuria Greenage,1769,2,0,129.75
Super built-up Area,Immediate Possession,Kadugodi,3 BHK,Mantri Espana,1530,2,0,92.79
Carpet Area,1 Year,Bommanahalli,2 BHK,Salarpuria Misty Charm,977,1,2,27.81
Built-up Area,1 Year,Marathahalli,4 BHK,Godrej Eternity,2339,4,1,149.44
Built-up Area,Immediate Possession,Kengeri Satellite Town,4 BHK,Prestige Lakeside Habitat,2206,3,1,118.5
Super built-up Area,1 Year,HSR Layout,2 BHK,Salarpuria Divinity,1112,1,1,48.8
Built-up Area,1 Year,HSR Layout Sector 6,3 BHK,Mantri Alpyne,1585,1,2,113.91
Plot Area,2 Years,Yeshwanthpur,3 BHK,Brigade Orchards,1563,2,3,160.56
Carpet Area,6 Months,HSR Layout Sector 2,2 BHK,Purva Fountain Square,1111,1,1,140.21
Carpet Area,Under Construction,Koramangala 5th Block,3 BHK,Godrej Aqua,1668,2,1,122.62
Carpet Area,Under Construction,Yeshwanthpur,3 BHK,Purva Fountain Square,1441,3,2,65.93
Super built-up Area,6 Months,Ramamurthy Nagar,3 BHK,Purva Fountain Square,1641,1,1,111.37
Super built-up Area,Immediate Possession,Brookefield,2 BHK,Purva Panorama,1047,2,1,44.41
Super built-up Area,6 Months,Hoodi,2 BHK,Godrej Eternity,1253,1,2,75.14
Super built-up Area,New Launch,Bellandur,3 BHK,Purva Highlands,1498,1,1,79.63
Carpet Area,Immediate Possession,Bellandur,3 BHK,Salarpuria Greenage,1565,2,2,136.56
Built-up Area,New Launch,HSR Layout Sector 6,3 BHK,Brigade Gateway,1687,2,2,168.53
Carpet Area,Ready To Move,Hennur,3 BHK,Mantri Alpyne,1588,3,1,46.18
Carpet Area,1 Year,Varthur,3 BHK,Mantri Alpyne,1614,2,2,142.3
Carpet Area,2 Years,Yelahanka,3 BHK,Mantri Serenity,1588,3,1,62.47
Built-up Area,Immediate Possession,Hoodi,3 BHK,Independent House,1589,3,2,62.36
Built-up Area,Ready To Move,Basavanagudi,2 BHK,Builder Floor,1218,1,1,122.18
Super built-up Area,2 Years,Banaswadi,2 BHK,Purva Panorama,1093,1,1,45.91
Built-up Area,Immediate Possession,Malleshwaram,2 BHK,Sobha City,1221,1,2,147.95
Built-up Area,2 Years,Domlur,5 BHK,Row House,3449,5,0,434.79
Built-up Area,Immediate Possession,Varthur,5 BHK,Standalone Villa,3191,3,3,160.78
Super built-up Area,New Launch,Jayanagar,5 BHK,Row House,3177,3,1,427.79
Carpet Area,1 Year,Rajajinagar,2 BHK,Purva Panorama,1007,1,2,57.05
Super built-up Area,Immediate Possession,Rajajinagar,5 BHK,Godrej Air,3248,3,1,210.01
Built-up Area,New Launch,Kadugodi,2 BHK,Salarpuria Greenage,1200,1,2,54.42
Super built-up Area,Ready To Move,Domlur,4 BHK,Independent House,2348,4,1,322.59
Plot Area,1 Year,Varthur,3 BHK,Salarpuria Divinity,1515,2,1,97.64
Carpet Area,2 Years,Bommanahalli,5 BHK,Prestige Song of the South,3415,3,1,321.62
Plot Area,Immediate Possession,HSR Layout,3 BHK,Prestige Song of the South,1508,2,2,152.49
Plot Area,6 Months,Koramangala 7th Block,3 BHK,Purva Panorama,1705,2,1,261.72
Built-up Area,2 Years,Basavanagudi,3 BHK,Brigade Cosmopolis,1768,2,0,128.43
Carpet Area,Immediate Possession,Koramangala 7th Block,3 BHK,Godrej United,1621,2,2,128.93
Super built-up Area,6 Months,Hoodi,2 BHK,Brigade Millennium,1013,2,2,77.72
Super built-up Area,6 Months,Sarjapur Road,5 BHK,Row House,3267,4,1,270.82
Built-up Area,6 Months,Kundanhalli,3 BHK,Brigade Millennium,1709,2,3,108.6
Carpet Area,Under Construction,Banashankari,1 BHK,Salarpuria Sattva,530,1,1,34.99
Plot Area,1 Year,Koramangala 4th Block,3 BHK,Builder Floor,1569,2,3,140.79
Built-up Area,1 Year,Bommanahalli,4 BHK,Sobha Dream Acres,2182,2,2,142.82
Carpet Area,6 Months,Kengeri,3 BHK,Mantri Alpyne,1704,2,2,66.29
Built-up Area,6 Months,Hennur,4 BHK,Embassy Lake Terraces,2428,2,1,106.99
Carpet Area,2 Years,Hoodi,4 BHK,Builder Floor,2204,3,1,167.68
Super built-up Area,2 Years,Koramangala 1st Block,3 BHK,Godrej Eternity,1642,2,2,202.63
Super built-up Area,Immediate Possession,Hebbal,3 BHK,Mantri Alpyne,1634,3,1,146.7
Carpet Area,6 Months,Bannerghatta Road,4 BHK,Standalone Villa,2520,3,1,106.93
Plot Area,Ready To Move,HSR Layout Sector 6,2 BHK,Mantri Alpyne,1205,2,2,73.38
Carpet Area,New Launch,Hoodi,4 BHK,Mantri Webcity,2428,4,2,58.3
Built-up Area,Immediate Possession,Kengeri,5 BHK,Embassy Pristine,3389,4,1,141.26
Plot Area,6 Months,Koramangala 1st Block,2 BHK,Salarpuria Sattva,1126,2,2,305.7
Built-up Area,1 Year,Rajajinagar,2 BHK,Brigade Millennium,1284,1,0,101.57
Carpet Area,2 Years,Koramangala 1st Block,4 BHK,Godrej United,2700,4,1,155.58
Built-up Area,6 Months,HSR Layout,4 BHK,Embassy Pristine,2472,4,2,151.0
Carpet Area,6 Months,Kengeri,3 BHK,Prestige Shantiniketan,1302,3,2,44.56
Built-up Area,2 Years,Kengeri Satellite Town,4 BHK,Salarpuria Sattva,2289,2,2,133.49
Super built-up Area,New Launch,Thanisandra,2 BHK,Purva Fountain Square,1303,1,3,43.11
Plot Area,Immediate Possession,Koramangala 5th Block,4 BHK,Mantri Serenity,2503,3,1,422.64
Super built-up Area,1 Year,Brookefield,3 BHK,Purva Fountain Square,1743,3,1,169.38
Plot Area,1 Year,Nagarbhavi,3 BHK,Prestige Shantiniketan,1606,2,0,101.14
Built-up Area,1 Year,Jayanagar,2 BHK,Brigade Cosmopolis,1229,2,2,121.14
Super built-up Area,Ready To Move,Kengeri Satellite Town,4 BHK,Embassy Boulevard,2260,4,2,59.53
Built-up Area,2 Years,Whitefield,4 BHK,Standalone Villa,2417,3,0,156.49
Plot Area,New Launch,Koramangala 6th Block,2 BHK,Prestige Lakeside Habitat,1136,1,1,77.54
Super built-up Area,Under Construction,Varthur,3 BHK,Godrej United,1559,3,1,136.3
Super built-up Area,1 Year,Koramangala 6th Block,3 BHK,Builder Floor,1604,2,1,228.16
Super built-up Area,2 Years,Koramangala 4th Block,2 BHK,Independent House,1023,2,1,170.62
Carpet Area,New Launch,Koramangala,5 BHK,Godrej Eternity,3446,4,2,274.65
Built-up Area,1 Year,Bellandur,3 BHK,Mantri Alpyne,1547,2,3,102.62
Super built-up Area,New Launch,Ramamurthy Nagar,3 BHK,Builder Floor,1659,1,2,113.35
Plot Area,2 Years,JP Nagar,3 BHK,Brigade Cosmopolis,1643,2,2,208.13
Super built-up Area,Under Construction,Hennur,3 BHK,Salarpuria Misty Charm,1565,1,3,125.54
Built-up Area,Under Construction,Koramangala 6th Block,3 BHK,Salarpuria Misty Charm,1564,2,2,73.87
Super built-up Area,1 Year,HSR Layout Sector 2,4 BHK,Prestige Shantiniketan,2695,3,2,134.79
Carpet Area,2 Years,Koramangala 4th Block,3 BHK,Godrej United,1778,3,1,127.96
Carpet Area,Immediate Possession,Brookefield,2 BHK,Embassy Boulevard,1196,2,2,41.85
Carpet Area,2 Years,BTM Layout 1st Stage,5 BHK,Prestige Song of the South,2944,3,2,219.27
Plot Area,6 Months,Malleshwaram,3 BHK,Godrej Aqua,1553,2,1,250.76
Super built-up Area,Ready To Move,Varthur,4 BHK,Prestige Song of the South,2890,3,0,134.76
Plot Area,1 Year,Malleshwaram,3 BHK,Sobha City,1473,2,1,219.18
Built-up Area,Immediate Possession,Domlur,2 BHK,Embassy Pristine,1233,1,2,85.05
Super built-up Area,2 Years,Thanisandra,3 BHK,Sobha Windfall,1663,1,2,76.59
Plot Area,Immediate Possession,BTM Layout 1st Stage,4 BHK,Prestige Shantiniketan,2411,3,3,207.5
Carpet Area,Under Construction,Malleshwaram,2 BHK,Builder Floor,1224,2,1,136.23
Carpet Area,New Launch,KR Puram,2 BHK,Purva Panorama,1123,1,2,38.67
Super built-up Area,Ready To Move,BTM Layout,5 BHK,Mantri Alpyne,3565,4,1,392.46
Built-up Area,New Launch,HSR Layout Sector 6,4 BHK,Standalone Villa,2161,3,2,114.16
Carpet Area,Ready To Move,Banaswadi,5 BHK,Embassy Lake Terraces,3180,5,0,177.35
Built-up Area,1 Year,Koramangala,3 BHK,Row House,1576,3,2,114.21
Plot Area,Under Construction,Bannerghatta Road,4 BHK,Prestige Shantiniketan,2125,3,2,201.08
Plot Area,Immediate Possession,Hebbal,2 BHK,Mantri Serenity,1243,1,0,130.78
Super built-up Area,New Launch,Bannerghatta Road,4 BHK,Prestige Golfshire,2430,3,2,89.48
Super built-up Area,6 Months,Thanisandra,3 BHK,Salarpuria Greenage,1539,2,2,85.71
Super built-up Area,6 Months,JP Nagar,3 BHK,Sobha Silicon Oaks,1822,3,2,182.98
Plot Area,Immediate Possession,Banaswadi,3 BHK,Prestige Golfshire,1533,3,0,175.24
Built-up Area,Under Construction,Koramangala 6th Block,2 BHK,Independent House,1182,1,1,190.17
Plot Area,2 Years,HSR Layout Sector 2,3 BHK,Brigade Orchards,1589,2,2,92.12
Super built-up Area,2 Years,Varthur,4 BHK,Embassy Boulevard,2296,3,1,127.64
Plot Area,Under Construction,Koramangala 4th Block,3 BHK,Embassy Pristine,1365,3,1,176.19
Carpet Area,Under Construction,Thanisandra,3 BHK,Brigade Millennium,1705,1,2,104.74
Super built-up Area,2 Years,Koramangala 5th Block,4 BHK,Salarpuria Sattva,2426,2,2,254.65
Super built-up Area,Under Construction,Kengeri,2 BHK,Godrej Air,1107,1,1,21.1
Super built-up Area,6 Months,Koramangala 7th Block,2 BHK,Embassy Pristine,1058,1,2,85.06
Plot Area,Immediate Possession,Koramangala 5th Block,2 BHK,Salarpuria Misty Charm,1203,1,2,207.08
Built-up Area,Under Construction,Nagarbhavi,2 BHK,Brigade Cosmopolis,1092,1,1,56.29
Plot Area,Ready To Move,Kundanhalli,2 BHK,Prestige Golfshire,1138,2,0,48.34
Super built-up Area,6 Months,Basavanagudi,2 BHK,Prestige Shantiniketan,1130,2,2,167.2
Built-up Area,6 Months,Varthur,3 BHK,Sobha Silicon Oaks,1459,3,1,78.29
Built-up Area,Immediate Possession,Rajajinagar,5 BHK,Prestige Lakeside Habitat,3087,4,3,193.66
Built-up Area,Ready To Move,Yelahanka,4 BHK,Prestige Golfshire,2484,4,2,87.28
Built-up Area,2 Years,BTM Layout 1st Stage,4 BHK,Salarpuria Greenage,2595,4,3,266.4
Super built-up Area,1 Year,HSR Layout Sector 2,1 BHK,Salarpuria Misty Charm,594,1,2,48.88
Built-up Area,Ready To Move,Thanisandra,4 BHK,Brigade Orchards,2414,3,3,128.89
Super built-up Area,Ready To Move,BTM Layout,4 BHK,Embassy Pristine,2251,3,1,332.14
Built-up Area,Under Construction,Marathahalli,2 BHK,Brigade Orchards,1094,1,1,56.32
Super built-up Area,Ready To Move,Malleshwaram,3 BHK,Salarpuria Divinity,1629,2,2,179.96
Built-up Area,Under Construction,Marathahalli,3 BHK,Brigade Orchards,1474,1,2,82.94
Plot Area,Under Construction,Electronic City,4 BHK,Prestige Song of the South,2353,3,2,187.59
Plot Area,Under Construction,Koramangala 6th Block,1 BHK,Godrej Aqua,517,1,3,68.08
Super built-up Area,Immediate Possession,Brookefield,2 BHK,Godrej Air,812,1,1,46.75
Carpet Area,Ready To Move,Rajajinagar,3 BHK,Prestige Golfshire,1508,2,2,158.47
Plot Area,Ready To Move,Rajajinagar,1 BHK,Salarpuria Sattva,691,1,3,49.48
Built-up Area,New Launch,Koramangala,3 BHK,Prestige Song of the South,1617,1,0,108.81
Plot Area,Under Construction,Marathahalli,3 BHK,Godrej Eternity,1477,1,2,54.59
Built-up Area,6 Months,Whitefield,3 BHK,Brigade Cosmopolis,1317,1,1,103.78
Built-up Area,Ready To Move,Basaveshwara Nagar,4 BHK,Brigade Gateway,2672,4,1,285.14
Carpet Area,2 Years,Koramangala,2 BHK,Embassy Boulevard,1089,1,1,85.09
Built-up Area,Ready To Move,Banaswadi,3 BHK,Embassy Lake Terraces,1656,2,3,102.08
Super built-up Area,Ready To Move,Banaswadi,2 BHK,Mantri Webcity,919,1,1,51.18
Carpet Area,Ready To Move,Kundanhalli,2 BHK,Godrej Eternity,1145,2,2,71.21
Built-up Area,Under Construction,Mahadevapura,3 BHK,Mantri Webcity,1460,3,1,104.13
Plot Area,Under Construction,Electronic City,2 BHK,Mantri Alpyne,1009,2,3,48.49
Super built-up Area,1 Year,Jayanagar,3 BHK,Purva Highlands,1864,2,2,241.98
Super built-up Area,Ready To Move,Yeshwanthpur,5 BHK,Mantri Serenity,3376,3,1,254.23
Super built-up Area,1 Year,Koramangala 6th Block,3 BHK,Independent House,1559,1,2,134.64
Plot Area,Immediate Possession,BTM Layout,3 BHK,Brigade Gateway,1686,2,2,166.0
Super built-up Area,2 Years,Sarjapur Road,4 BHK,Prestige Golfshire,2677,3,1,323.17
Carpet Area,1 Year,Vijayanagar,3 BHK,Sobha Silicon Oaks,1725,3,1,41.66
Super built-up Area,6 Months,Mahadevapura,3 BHK,Sobha Windfall,1327,3,2,117.2
Super built-up Area,Immediate Possession,Kundanhalli,4 BHK,Prestige Golfshire,2814,3,0,272.86
Plot Area,Ready To Move,Malleshwaram,3 BHK,Brigade Gateway,1460,2,2,244.7
Carpet Area,2 Years,Bellandur,5 BHK,Prestige Lakeside Habitat,3171,4,2,141.1
Built-up Area,Ready To Move,Brookefield,4 BHK,Brigade Cosmopolis,2219,4,3,216.87
Carpet Area,Under Construction,Hebbal,3 BHK,Mantri Serenity,1328,2,2,145.83
Built-up Area,1 Year,HSR Layout,5 BHK,Brigade Millennium,3530,4,1,310.42
Plot Area,2 Years,Bellandur,2 BHK,Salarpuria Divinity,1090,1,3,117.87
Super built-up Area,Under Construction,KR Puram,5 BHK,Godrej Aqua,2866,3,1,100.67
Carpet Area,New Launch,BTM Layout 1st Stage,4 BHK,Salarpuria Sattva,2364,3,2,90.37
Plot Area,Immediate Possession,Bannerghatta Road,4 BHK,Mantri Espana,2374,2,2,278.55
Carpet Area,1 Year,HSR Layout Sector 1,2 BHK,Row House,1097,2,2,74.73
Built-up Area,New Launch,Banashankari,4 BHK,Salarpuria Misty Charm,2340,3,1,167.18
Carpet Area,Ready To Move,Koramangala 7th Block,2 BHK,Prestige Song of the South,1336,2,1,101.72
Super built-up Area,Ready To Move,Bannerghatta Road,4 BHK,Embassy Springs,2356,3,3,146.85
Super built-up Area,Under Construction,Koramangala 4th Block,1 BHK,Godrej United,574,1,1,40.06
Carpet Area,1 Year,Basaveshwara Nagar,3 BHK,Standalone Villa,1682,1,1,108.64
Plot Area,6 Months,Yelahanka,6 BHK,Godrej United,4656,4,2,210.61
Built-up Area,Immediate Possession,Bannerghatta Road,2 BHK,Prestige Song of the South,1084,2,3,32.22
Carpet Area,New Launch,Whitefield,3 BHK,Mantri Alpyne,1645,2,2,62.44
Built-up Area,Immediate Possession,Electronic City,3 BHK,Row House,1540,3,2,95.65
Super built-up Area,6 Months,Koramangala 6th Block,6 BHK,Sobha City,4677,4,1,467.47
Built-up Area,Ready To Move,Bommanahalli,4 BHK,Godrej United,2671,3,2,179.33
Super built-up Area,Immediate Possession,Koramangala,4 BHK,Builder Floor,2421,3,2,230.4
Built-up Area,2 Years,Ramamurthy Nagar,4 BHK,Purva Riviera,2186,3,2,117.83
